"","ENT","MUN","Nh","Sh2"
"1","01","001",25638,698.976984965858
"2","01","002",5408,916.50542511187
"3","01","003",4572,892.526549418689
"4","01","004",4757,583.490951230651
"5","01","005",4593,1991.03545351167
"6","01","006",4657,594.354850751225
"7","01","007",4881,961.305766757014
"8","01","008",3583,971.921773876983
"9","01","009",2816,371.157068338245
"10","01","010",4320,381.149468541243
"11","01","011",4579,536.112521396376
